GENE_NAME	human.mean
OCA2	0.0475
DTWD1	7.345
TGM5	0.095
FAM189A1	0.0625
BMF	1.2225
DMXL2	2.8125
BTBD7	4.655
SCG3	0.065
SPG11	21.115
RHOV	0.0575
VPS18	7.8
OIP5	0.215
SLC30A4	1.1375
BLOC1S6	18.0175
APBA3	11.235
PDGFRL	7.325
CSPP1	2.4825
BRF2	4.895
TRIM35	5.045
ZFAND1	8.68
RP1	0
MKS1	4.1075
INTS9	6.035
RIPK2	5.965
EYA1	4.14
TRPA1	0.735
CPQ	16.3725
CALB1	1.1875
SFRP1	11.55
ABHD5	9.9825
POP1	0.855
NIPAL2	3.715
IKBKB	12
JPH1	5.9575
DKK4	0.0075
STK3	5.645
GDAP1	0.79
RAB2A	69.36
ESRP1	0.03
WISP1	0.73
NDRG1	85.74
ZC2HC1A	2.5875
IL7	0.3475
STMN2	0.045
TRPS1	1.1125
LASP1	23.7975
AKAP8L	39.8425
CHRAC1	10.5075
NCALD	5.135
SNX16	2.2775
UBR5	19.7525
GSDMD	23.425
TSTA3	27.47
PYCR3	2.2475
EEF1D	790.7075
ANXA13	0.1375
MBTD1	1.71
SQLE	1.38
SH2D4A	1.05
INTS10	19.17
SLC39A14	60.35
MTMR9	3.675
LEPROTL1	18.5075
R3HCC1	18.945
ERICH1	13.105
NEFM	0.085
TUSC3	21.5
ARHGEF10	15.3825
MCM4	11.59
ADAM2	0.015
FGL1	0.0125
ASAH1	396.2725
TULP2	0.2275
NUCB1	179.945
GYS1	66.5725
MAP4K1	1.3175
TTC19	14.725
ECH1	561.45
NFKBIB	18.41
KCNA7	0.6725
SNRNP70	148.0125
CLPTM1	64.115
RELB	7.3925
CLASRP	35.765
PPP1R37	12.1725
FCGRT	78.68
PIH1D1	24.1875
CKM	3523.615
PPP1R13L	98.53
PEX11G	1.06
ERCC2	8.31
DOT1L	6.4025
PLEKHJ1	40.23
SLC17A7	1.8325
RNASEH2A	4.7575
CD37	6.105
SF3A2	21.5475
AMH	0.55
LYL1	5.18
TRMT1	19.265
FCER2	0.7175
DMPK	221.5175
TBC1D17	33.61
IL4I1	0.885
CCDC130	21.055
LARS2	6.275
NOVA2	4.08
MED25	35.2375
SNAPC2	7.1425
CCDC61	5.9425
PIK3C2A	6.95
VRK3	10.0125
C19orf44	3.4525
OLFM2	1.8825
RASAL3	1.4825
EPHX3	0.16
SNX11	5.9525
PLAUR	7.44
ILVBL	51.125
SYDE1	10.6125
CASP14	0.17
SLC1A6	0.195
CCNE1	1.185
ANKRD27	6.4
DYRK1B	10.8075
AKT2	65.6875
PLD3	158.2625
PRX	1.7075
PIAS4	7.1575
WIZ	16.6475
NUMBL	14.4725
EBI3	1.5225
SHD	0.335
FSD1	0.165
ZFR2	0.2375
RABGAP1	15.79
SLC1A5	15.155
TJP3	0.145
APLP1	10.165
HNRNPUL1	70.17
FZR1	12.83
TGFB1	18.6175
DCN	748.9375
PLIN3	18.3425
LIM2	0
NKG7	2.33
TYK2	40.8325
CDC37	156.8175
NAPA	101
PPP5C	40.005
ZNRF4	0.055
MEGF8	17.2725
KDELR1	45.0375
GRIN2D	0.185
SYNGR4	0.05
CEP68	7.68
CLEC11A	5.9625
HAS1	0.825
RAB3D	2.52
MAP4K3	8.3925
PLPPR2	12.4175
FAM83E	0.0475
RASIP1	15.0125
THEG	0
MIER2	10.515
PPP2R1A	298.5775
ZBTB32	0.16
TNPO2	29.745
GCDH	22.295
KLF1	0.17
DNASE2	10.75
MAST1	0.3425
LENG1	6.8375
PRPF31	32.2175
TMEM176A	48.755
TYROBP	38.49
TFPT	11.0625
JAK3	2.4625
SLC5A5	0.0725
KCNN1	0.07
ARRDC2	18.645
RAB3A	18.96
PDE4C	2.8675
TMEM159	71.33
ELL	6.7725
COMP	6.4925
UPK1A	0.0825
COPE	84.2025
DDX49	16.545
ARMC6	11.4625
TMEM147	69.5175
GABRA3	0
GAPDHS	0.055
MAG	0.0725
TMEM59L	4.4275
USF2	169.755
LSR	7.9625
KXD1	45.5
SUGP1	23.2625
HPN	2.54
BRCA1	2.1075
SCN1B	44.0725
PBX4	0.31
ZNF574	4.5825
GRIK5	2.4625
SIPA1L3	4.275
ERCC1	67.9425
CADM4	7.4175
SMG9	10.2275
AVL9	3.065
RUNDC3B	0.665
CFAP69	1.095
GTPBP10	4.685
CDK6	4.43
CD22	0.7075
BET1	5.655
PIK3CG	0.3375
PON3	0.5525
ITGB8	1.0925
HBP1	23.7525
DUS4L	2.3325
SP4	1.495
SEMA3B	21.2525
WDR91	3.355
DNAH11	0.53
DLX5	0.1525
PTN	21.59
MPP6	0.9475
GSDME	3.215
ATP6V0A4	0.055
MBTPS2	3.935
ZC3HAV1	3.0575
TTC26	0.7175
NPVF	0
ADAP1	5.3925
H2AFV	99.855
CAV1	144.1925
MET	3.23
RNF32	0.2825
LMBR1	14.34
WNT2	0.1975
LFNG	4.7375
HOXA5	0.1325
BRAT1	8.94
IQCE	4.6825
ANKRD7	0.2125
VIPR2	9.87
TSPAN12	21.03
CPED1	6.71
EXTL3	21.9675
CPVL	23.8625
CHN2	7.2325
COBL	23.38
PLEKHA8	1.3625
STX1A	1.875
NOD1	5.7
NR1H4	0.0125
GARS	18.58
EPHB6	2.875
MINDY4	1.5525
GHRHR	0.0575
CASP2	3.7325
NPTX2	11.0625
PDAP1	90.8175
ELOVL5	15.7425
ZKSCAN1	5.505
EIF3B	46.1675
NUDT1	14.55
PTPRZ1	0.1925
TAF6	23.775
HYAL4	0.0575
ALOX5	8.25
TFR2	0.465
FSCN3	0.2525
PAX4	0
PCOLCE	50.045
FBXO24	0.5375
PPP1R17	0.03
RBM28	16.315
USP42	1.9875
IMPDH1	18.81
AGFG2	10.6225
LSM5	12.8225
SERPINE1	21.85
AP1S1	9.7675
PLOD3	36.04
ZNHIT1	29.795
CLDN15	4.9175
NOBOX	0
GLCCI1	1.8675
MYL10	0.085
PHF14	4.485
NRF1	6.9125
CEP41	1.8475
ZNF862	5.2925
SFRP4	1.6025
MEOX2	4.7525
ANKMY2	7.4775
POU6F2	0.2025
TSPAN13	11.4825
RARRES2	30.9375
AGR2	0.01
MAP4K5	6.3575
GLI3	0.9275
BLVRA	31.78
TMEM248	23.8675
EHD3	17.6225
PRKAG2	37.4875
AEBP1	42.6925
MYL7	1141.9275
GCK	0.79
TBL2	7.2675
PSMC4	45.7425
CLIP2	6.34
EIF4H	96.18
LIMK1	7.3675
SPATA6L	0.5875
LHX2	0.1725
FSD1L	1.4925
SPIN1	15.2
NMRK1	7.6325
SLC7A14	0.5125
TMEM245	27.7125
PRUNE2	1.0875
MEGF9	4.3875
TRIM14	1.7575
CORO2A	0.2025
C5	0.395
CLDN11	3.87
TLE4	6.07
LHX6	2.645
SUSD1	2.96
AMBP	0.0425
TNFSF8	0.34
ENG	151.93
AK1	468.155
CDC37L1	12.8725
TBC1D13	8.07
KDM4C	4.205
DOCK8	1.515
KANK1	46.735
ELAVL2	0.1075
NCS1	2.15
TESK1	21.905
KCNT1	1.96
CA9	0.375
FUBP3	20.7025
TYRP1	16.9325
CREB3	13.9375
RGP1	9.8175
MPDZ	20.87
LHX3	0
PGM3	5.02
PIP5K1B	19.7725
RAPGEF1	35.73
APBA1	1.12
SETX	9.22
SH3GL2	1.7975
ABCA2	28.4675
SHB	8.4025
UBE2R2	22.26
ABHD17B	3.2775
ZFAND5	74.455
DVL1	67.2025
PDLIM1	177.9575
CLK1	35.045
DNTT	0.0025
GATA3	1.305
ATRNL1	0.57
HPS1	18.1075
RASSF4	30.8575
DNMBP	2.7975
RAB11FIP2	2.8125
CXCL12	58.9
ERLIN1	5.7925
POLR3B	2.165
EIF3A	57.8825
PKD2L1	0.0575
CUBN	0.16
TRDMT1	1.25
DDX50	8.73
SEC23IP	7.135
ATE1	9.7
NSMCE4A	11.2525
PLEKHA1	16.2575
ANGEL1	6.8
UNC5B	3.905
VSIR	39.0175
SPOCK2	6.225
MICU1	15.8175
PPP3CB	32.345
CCSER2	34.63
RNF14	24.775
ACTA2	137.055
TWNK	4.2075
LZTS2	32.7675
SFXN3	12.82
KAZALD1	4.305
FBXW4	62.7975
FGF8	0
NPM3	9.75
DNASE1L1	27.0625
PITX3	0.9875
GBF1	18.405
ARHGAP21	12.7075
CPEB3	2.4625
FBXL15	10.2775
SUFU	3.49
LHPP	8.2175
LARP4B	19.475
EDRF1	3.31
BCCIP	17.3325
MTPAP	3.3425
NEURL1	0.145
SH3PXD2A	9.975
PITRM1	33.54
STN1	11.6975
MAP3K8	4.3725
SORCS1	1.4725
FAM208B	6.4675
XPNPEP1	23.54
SMC3	6.82
SHOC2	9.1375
CCDC6	5.9325
GPRC5A	1.605
CCNY	33.995
UBE2S	24.8475
ZMIZ1	21.4025
DNAJC12	2.85
PPIF	85.305
MAMLD1	1.1375
KRT23	0.1025
CRYBA1	0.085
FBXL20	2.795
RUNDC3A	0.7725
PSMD3	55.1675
CASC3	23.445
RAPGEFL1	2.07
RGS9	0.365
RNF43	1.1475
WNT3	0.5825
MTMR4	5.8725
TRIM37	5.1025
P2RX1	0.265
DHX40	6.42
TUBD1	3.195
KPNB1	52.4825
PNPO	8.72
RPS6KB1	9.0925
CDK5RAP3	33.5175
CBX1	15.705
RECQL5	7.74
UFL1	6.2975
GALK1	15.1575
INTS2	2.16
CAMTA2	31.1075
MED13	5.2675
HOXB6	0.46
RNF167	51.3375
SLC25A11	130.43
POLA2	6.675
RASD1	37.97
CHRNE	1.0675
RAI1	7.9675
C1QBP	65.0275
SLC6A4	0.115
BLMH	8.1075
CPD	7.885
CCDC47	42.6775
ZC3H3	5.34
DRG2	12.23
FTSJ3	17.4075
AKAP10	4.1025
ICAM2	41.3125
UTP6	10.41
CAPN1	39.7525
C17orf75	6.6275
CYTH1	16.7825
PSMD11	33.3175
ASIC2	0
KRT32	0.025
ACPP	0.1175
DHX58	4.3675
KAT2A	17.085
MLX	34.4375
CNTNAP1	5.385
ABI3	5.305
EZH1	20.6125
DLX4	0.045
PPP1R9B	32.1325
COL1A1	34.6475
SGCA	119.525
VAT1	68.46
RND2	1.9425
HDAC5	64.0225
LUC7L3	51.21
SLC30A9	19.4725
PPY	0
MPP2	6.8825
SMURF2	3.6725
DUSP3	80.735
CACNG1	0
EFTUD2	23.275
HLF	8.3075
SLC16A6	0.285
EFNB3	0.795
MTMR11	2.445
RANGRF	17.0575
DPH1	15.14
MAP2K6	1.0375
DHRS7B	16.67
WSB1	38.3
RCVRN	0.525
COX15	11.5275
SLC9A3R1	10.4175
NAT9	14.6625
TMEM104	3.6625
VTN	28.73
TNFAIP1	24.7925
IFT20	8.6525
TMEM97	2.0825
CDR2L	12.4475
PMP22	98.2875
CCDC88C	2.285
FOXN1	0
ALDOC	184.0675
SUPT6H	27.8325
RAB34	15.0075
PHF12	12.4275
PHOX2B	0
TMEM33	5.6475
GABRA4	4.005
GNRHR	0.035
YAF2	24.8475
SLAIN2	30.605
OCIAD1	59.6275
DCUN1D4	11.2025
ODAM	0
CHIC2	6.6
NMU	0
ZMYND11	29.28
KIAA1211	0.07
LAMTOR3	11.57
NFKB1	9.2075
AREG	14.33
MANBA	4.74
MAPK10	2.3475
TBC1D9	5.565
WAS	4.1
INPP4B	4.5675
GAB1	13.2275
KLHL2	6.1475
WFS1	58.3975
ANXA10	0.035
DBNDD1	2.425
GAR1	8.2175
CLCN3	20.8625
GALNT7	2.09
DHX15	23.735
SOD3	82.8275
SEPSECS	1.18
CPZ	0.6675
SLC2A9	2.7375
FBXW7	14.5475
NEIL3	0.045
TBC1D19	1.9275
CLNK	0.195
NSD2	10.4575
SH3D19	36.4
NKX3-2	0.01
MFSD10	27.745
NPC1L1	0.0875
GLRB	2.8975
BST1	3.9825
RAPGEF2	14.7575
HGFAC	0.2425
SNX25	4.0775
LRP2BP	1.6025
UFSP2	20.8925
KLF3	8.09
KLHL5	10.455
FAM149A	5.605
XYLT2	8.4825
NCAPG	0.2475
PPARGC1A	13.85
DDX25	0.0975
CRYAB	4479.9625
HTATIP2	11.3275
CCDC34	2.13
ZBTB16	37.975
FNBP4	20.695
TECTA	0.3475
CRTAM	0.1275
JHY	0.57
B3GAT1	0.2625
P2RX3	1.77
STMN4	0.025
SIAE	25.825
SNX15	13.025
LPXN	1.81
DTX4	1.5825
EHD1	47.885
OSBP	10.535
PUS3	3.19
KMT5B	10.3325
FOXRED1	21.1275
PPP6R3	23.13
NRXN2	2.04
ST3GAL4	19.5275
ISL1	0.005
PRPF19	22.955
TMEM109	53.18
HPX	0.755
TRIM3	9.46
CHORDC1	12.6575
PANX1	5.465
ARHGEF17	43.74
CHDH	2.3875
APOA5	0
APOA4	0.025
APOC3	0.18
CEP164	4.5875
RNF141	11.09
CEP126	0.605
EIF4G2	253.8525
IL10RA	3.115
GALNT18	10.4275
UBE4A	8.2875
IL20RA	2.9025
DDX6	20.5
UPK2	0.07
CBL	1.795
NECTIN1	6.2175
HIPK3	46.465
KIAA1549L	0.0925
PDHX	35.9875
SLC1A2	0.5575
COMMD9	21.05
ALS2	7.9475
SLC15A3	14.7925
MADD	17.395
NAA40	6.98
GLT8D1	14.8075
SLC22A18	15.3725
ELMOD1	0.53
SOX6	2.0775
ATP2C1	17.2625
AIP	45.4975
TCIRG1	32.9725
EXPH5	0.1575
HPS5	4.53
POU2AF1	0.65
PTPN5	4.7075
VWF	136.0625
IGF1	7.92
P3H3	9.3525
CD69	0.305
PRDM4	6.1975
COQ5	22.4475
CORO1C	17.76
SLC38A5	3.3825
DAO	0
CAPRIN2	8.83
TSPAN11	1.4575
KCTD10	16.47
MVK	5.7075
CAMKK2	8.3125
SYT10	0.0075
BCL7A	6.1225
RSRC2	34.8025
MYF6	0.215
MYF5	0
RUFY3	11.405
LIN7A	4.6175
ACSS3	7.06
PPM1H	1.3725
METAP2	29.495
LTA4H	15.87
ELK3	9.925
SLC6A12	0.6925
WNT5B	1.685
CNTN1	0.375
TRPV4	0.3125
ITFG2	11.57
PRMT8	0.045
PARP11	1.0475
GPN3	19.42
VPS29	49.71
FGF6	0
MYL2	7794.6675
SLC11A1	13.6325
CUX2	0.005
SH2B3	12.2775
AKAP3	0.7775
MANSC1	3.92
KCNA1	0
DUSP16	4.9125
WWTR1	20.57
CDKN1B	20.29
GPRC5D	0.3075
NAA25	3.355
GSG1	0.4475
SCNN1A	0.67
LTBR	27.7475
OAS3	4.5525
OAS2	3.2025
CASP10	2.735
AGPS	5.42
MGP	346.2575
RASAL1	0.0175
ARHGDIB	63.9325
GTF2H3	3.5675
EIF2B1	13.4925
SLC38A1	29.425
C12orf49	4.9325
VDR	0.3425
RFC5	2.36
STX2	5.8225
ADGRD1	30.995
TBC1D30	0.8175
CAND1	8.1425
ATP1A2	95.0325
MDM1	2.2725
CNOT2	17.275
TIMELESS	1.795
CPSF6	15.1175
MRPL51	109.5375
TTC27	3.5875
NOP2	12.09
CHD4	59.2625
ACRBP	0.67
UHRF1BP1L	3.61
COPS7A	51.12
GNB3	4.475
CDCA3	1.095
USP5	24.27
GNPTAB	20.525
PTPN6	6.56
LPCAT3	19.8075
APOBEC1	0
VSIG2	2.2225
SUDS3	7.76
GOLT1B	6.2
GYS2	0.1125
PRKAB1	6.455
CMAS	16.2925
ST8SIA1	1.405
C2CD5	6.3075
AICDA	0.11
PHLDB1	71.1775
RAB35	20.72
RFX4	0.08
RIC8B	8.845
COL12A1	11.5325
FRK	1.8075
MARCO	27.27
DSE	5.385
RWDD1	28.485
MAK	0.105
PAK1IP1	3.495
SMIM8	2.745
NEDD9	13.8175
CEP85L	2.56
CYP24A1	0.005
ASF1A	5.42
MCM9	2.0075
FAM184A	0.515
MAN1A1	8.5325
GABRR2	0.4075
HDDC2	54.7275
TPD52L1	23.3425
PRDM11	5.5625
NCOA7	6.945
RIPOR2	1.8175
SASH1	8.06
UST	2.15
FBXO5	0.86
PPARD	10.9975
OPRM1	0.0725
CFLAR	86.88
TULP1	0.07
SLC26A8	0.29
MAPK14	10.9325
RHAG	0.4475
KCTD20	8.8925
STK38	8.02
MRPL18	32.85
SNAI2	4.0075
IL17A	0
IL17F	0.0175
MCM3	12.9225
PHACTR1	35.38
MDGA1	2.6125
ICK	2.0875
FBXO9	26.07
CD83	0.8775
CD74	394.1575
GLP1R	2.0225
SAYSD1	5.3275
BMP5	1.2075
BACH2	0.7775
RBM24	63.6125
CAP2	38.61
TREML2	0.0925
ZNF451	5.875
BAG2	8.425
RAB23	2.97
HGF	1.6925
TSPO2	0.055
FHL5	3.9475
GPR63	0.2825
KHDRBS2	0.0125
FBXL4	3.15
PRDM13	0
E2F3	2.3375
SIM1	0.015
ZRANB1	10.7325
ASCC3	3.1525
BVES	14.29
COL9A1	1.13
MED23	3.885
WASF1	0.9225
GPLD1	0.4175
ALDH5A1	8.0525
CRYBG1	0.9025
NCDN	16.2425
ACOT13	28.86
SMAP1	10.73
C6orf62	16.91
B3GAT2	0.135
GMNN	3.2925
EYA4	4.275
SOBP	10.05
SNX3	163.505
ADGRA2	10.4525
HBS1L	29.835
PEX7	9.8175
ZBTB24	0.8725
FIG4	2.8275
SLC16A10	0.835
HECA	15.6575
ADGRG6	0.8525
ZFP64	3.36
PHACTR2	8.4175
EPM2A	11.875
SLC39A7	6.9325
CCR6	0.065
SLC22A2	0.0175
PHF1	16.05
PACRG	4.13
MNAT1	9.605
MDFI	1.955
TFEB	20.8175
CCND3	39.7525
BYSL	9.945
SAMD4A	45.4425
PRPH2	0.5
PPP2R5D	18.9225
MRPL2	73.585
PTK7	2.665
SRF	57.2325
DNPH1	32.8525
DUSP22	26.44
TFPI	19.545
RUNX3	1.2525
TMEM30A	18.1475
GMDS	3.455
VEGFA	87.3225
PRPF4B	10.72
TTK	0.1475
MRE11	1.97
WISP3	0.16
LAMA4	27.4725
FAM46A	14.4
CLIC5	83.9025
ENPP5	1.29
LY86	0.8
PRSS16	0.065
MEP1A	0
TBX18	2.745
PLEKHB1	6.9525
ERBIN	7.9525
HARS2	12.98
NUDT12	3.51
CEP72	0.7375
MAN2A1	2.5225
SEMA5A	5.02
C7	280.9925
GHR	3.68
NME5	1.1475
BRD8	16.1675
KIF20A	0.295
MRPS30	20.2175
HSPA9	125.7325
MRPS27	29.0875
HBEGF	12.5225
SLC4A9	0.0475
LOX	3.41
CDH9	0.0375
APBB3	10.0125
TMCO6	4.6675
SPARC	427.3925
HMGCR	3.6575
COL4A3BP	8.4775
SLC7A9	0.1225
FAF2	5.415
HAND1	11.4325
PDE8B	0.995
CLK4	11.0325
GRM6	0.1175
ITK	0.3825
RNF130	27.95
THG1L	4.19
ARSB	3.5025
CLINT1	23.0075
SPAST	1.35
THBS4	50.6375
CNOT6	10.4575
IL12B	0.0175
TTC1	50.5675
RASGRF2	3.215
GABRG2	0
CDH6	1.4075
ARRDC3	6.765
GOLPH3	29.165
NPR3	5.6375
FAM172A	3.595
TARS	17.64
IRX4	8.605
OSBPL5	11.34
PDE4D	6.7175
RAD1	10.4875
BRIX1	4.8525
AGXT2	0
PRLR	0.1875
IL5	0.08
AQR	4.095
ST8SIA4	0.77
PCDH12	4.05
NUP155	2.7475
FGF1	15.1275
NR3C1	6.7675
PPWD1	7.3275
LIFR	11.83
SCYL3	2.0475
NDUFAF7	9.5725
CPS1	0.4625
TRIM23	4.6025
C9	0.0175
SEC24A	2.0375
TXNDC15	36.45
WWC1	0.925
H2AFY	71.3925
TCERG1	9.725
C8B	0.005
DPYSL3	13.0175
SMAD5	8.08
HMGXB3	7.6025
ERGIC1	47.1225
PDGFRB	41.9475
CDX1	0.03
ATP6V0E1	129.015
STC2	2.985
FHL1	355.045
CPEB4	41.675
HRH2	7.4825
DBN1	34.64
ZNF346	4.5175
UNC5A	0.0825
EHHADH	3.4425
CNTN3	1.23
SELENOK	74.925
ACTR8	9.1575
RTFDC1	39.615
TBCCD1	2.455
TIMMDC1	94.72
CRBN	14.6375
HRG	0.205
HGD	0.145
CLDN16	0.09
ARL6	1.1425
GABRA1	0
CD86	0.63
AMOTL2	13.555
NIT2	20.5875
FAM162A	59.0925
OGG1	7.5325
KPNA1	14.1575
PCCB	37.8725
UBE3A	17.38
ARMC8	9.0425
RBP2	0
RBP1	17.475
GRK7	0.0425
TFDP2	11.9075
BCHE	1.405
SERPINI2	0.15
SLC45A4	8.0525
PDCD10	13.61
LRRC31	0
WNT5A	1.41
FGF12	84.065
HES1	10.9625
ACAP2	3.475
ECT2	1.6525
GNAT1	0.0475
GNAI2	151.08
HYAL1	36.2175
NPRL2	10.69
ZNF839	4.9125
C3orf14	1.7025
FXR1	100.45
CBLB	18.19
BBX	7.125
IFT57	13.4975
IQCG	2.97
GBE1	25.9875
MORC1	0
ZDHHC6	6.9
UMPS	3.1525
SNX4	9.6075
FRMD4B	4.645
SLC41A3	19.7175
PLXNA1	14.2475
ABTB1	32.335
PODXL2	1.48
RBM5	58.135
GRAMD1B	4.6925
UPK1B	0.28
CSPG5	0.1175
KLHL18	52.2275
SCAP	22.545
EFCC1	2.47
NEK11	0.775
MRPL3	34.6825
HEMK1	7.965
CISH	19.1075
MAPKAPK3	178.7075
ACVR2B	1.435
WDR48	7.705
COMMD2	4.97
GORASP1	26.6025
PEX5L	0.085
RRP9	9.12
ABCC5	25.0725
NDUFS1	119.16
ABHD14B	12.065
EIF1B	161.26
ARHGEF26	1.225
KLHL24	36.31
PLCH1	0.1325
VIPR1	3.4025
ZBTB47	42.9825
TNNC1	4045.6875
NKTR	11.88
FOXP1	9.6475
NEK4	8.505
SLC4A3	267.5225
INO80D	1.695
ADAM23	24.9925
DGUOK	14.81
KANSL3	12.5525
LMAN2L	9.9225
TTL	13.08
IL1A	0.0025
PIKFYVE	2.9825
KCNIP3	3.2425
ALAS1	65.6275
ACTR1B	41.6
SLC35F5	13.9425
STEAP3	8.5175
EPB41L5	2.545
TFCP2L1	0.11
SF3B6	26.4375
TP53I3	7.895
DNAJC27	2.4825
POMC	2.5625
STAM2	5.8925
OTOF	0.085
GPD2	3.535
CYTIP	1.7475
ACVR1	8.49
TANC1	18.6525
AKAP11	5.015
MPV17	40.8025
EIF2B4	27.455
NRBP1	31.645
ITGB6	6.7075
ITGA4	0.6375
PSMD14	17.8275
SNX17	45.445
GLRX2	15.275
PPM1G	34.4675
PDE1A	5.115
PCSK4	1.1275
GCG	0.0325
APC2	0.35
IFIH1	2.515
GCA	5.605
GRB14	5.4775
CLIP4	10.44
SPTBN1	142.5225
RTN4	66.3525
HTRA2	17.4475
LOXL3	2.31
MTMR7	0.3825
DERA	10.515
DOK1	4.2425
GALNT3	0.1475
TACR1	0.125
ACADL	0.6775
EVA1A	0.7275
MRPL19	11.55
LANCL1	14.3525
WDR75	4.9475
EFEMP1	50.5525
FANCL	4.44
STAT1	18.6
GLS	13.395
PAPOLG	2.965
UNC50	13.58
ABCC2	0.16
IGFBP2	52.705
ELMOD3	7.7375
USP34	14.1125
KCNJ13	0.2975
CCT4	35.4925
GGCX	9.455
NEU2	0
EHBP1	8.2725
OTX1	0.005
DEF6	1.685
COQ10B	9.66
SF3B1	63.0375
ST3GAL5	2.5225
CHST10	3.6425
KDM3A	9.8775
PLCD4	1.0725
PLEKHO1	36.4675
ZNF142	4.985
IL1R2	5.9375
PRKAG3	0.1025
SMYD1	146.2425
IL1R1	15.645
WNT6	1.5775
IL1RL1	27.06
IL18R1	2.7
GCLM	2.97
IL18RAP	0.61
SLC9A2	0.0525
MLPH	14.1425
CNPPD1	46.5875
UXS1	14.235
ABCB6	22.955
STK16	13.7975
SLC5A7	0.0675
HDLBP	230.31
UBR2	7.1575
PASK	1.5925
ID2	30.9675
TAF1B	1.6425
HPCAL1	29.98
NOL10	6.0675
STRN	8.995
CEBPZ	10.1925
DCAF17	2.015
QPCT	1.225
RAB3GAP1	16.8825
SLC25A12	42.3925
RMDN2	1.6775
DLX2	0.02
DARS	29.205
PLCL1	25.485
SLC1A4	4.4275
SOS1	6.8625
KYNU	0.4675
WIPF1	11.405
CCDC28A	4.715
ORC2	6.06
ORC4	8.425
PLEK	2.1475
RND3	11.0975
ATF2	6.5575
THADA	6.55
AAK1	14.0225
C2orf42	3.37
SLC7A2	8.865
RRAGD	34.5475
TIA1	16.8
PCYOX1	20.76
EPAS1	178.86
ARID3A	3.865
SUMO1	32.6
CD207	0.1325
GRIN3B	0.245
VAX2	0.4475
ATP6V1B1	0.8275
HSF2	8.3275
NFE2L2	26.2925
MSH6	6.1025
PLEKHA3	10.5
EPHA4	3.8425
PARD3B	1.7075
BCL9	2.9775
PRRX1	15.0625
PHF20	6.87
DHCR24	6.745
DNAJC16	3.5725
TNR	0.01
MORN1	2.85
GPX7	3.815
SCP2	60.9375
PAPPA2	0.1925
RALGPS2	2.1475
ANGPTL1	6.5275
CEP104	12.7375
FAM20B	12.5525
TCEANC2	1.2925
TMEM59	124.64
WRAP73	6.0625
NPHS2	0.01
NR1H3	17.895
ICMT	24.265
CHD5	0.1325
QSOX1	65.6025
STXBP3	12.445
PHF13	3.5525
KIAA1324	0.3175
OPRD1	0
AMPD2	9.51
MECR	18.045
KCNC4	2.7325
RNF19B	7.41
SCAMP3	38.6725
TRIM62	1.59
ASH1L	14.01
DLGAP3	0.1325
RHOU	4.335
ARHGEF2	25.0125
LAMTOR2	32.835
TOMM34	5.7775
FBXO2	3.8125
SWT1	0.8375
MAD2L2	19.7125
DNAJC6	1.375
LEPR	2.6925
KIAA2013	25.175
SEC63	27.6075
PRG4	2.595
SMG7	11.33
NCF2	4.0675
SLC35D1	1.74
PLA2G4A	0.99
GADD45A	25.0025
WLS	28.505
RPE65	0
TROVE2	7.1875
AMPD1	0.01
AGMAT	0.175
OLFML3	13.32
ARF5	72.815
VIM	499.28
PLEKHM2	55.0275
PHTF1	4.265
ZBTB17	20
TFAP2E	0.445
CD2	0.65
TTF2	1.88
NR5A2	1.0375
KIF21B	0.3
ADPRHL2	10.5475
MAP7D1	267.315
WARS2	3.85
OSCP1	3.475
GNPAT	23.045
C1orf109	4.8525
RRAGC	8.385
LGALS8	21.9125
NT5C1A	6.4125
HPCAL4	0.4875
MTR	10.7625
SIPA1L2	38.3325
RLF	3.0525
KMO	0.1025
KCNQ4	1.0425
RIMS3	0.425
AKT3	5.3825
ETV3	4.5325
CD44	19.945
ACADM	105.515
ST6GALNAC5	0.4125
ADGRL2	18.9225
PADI2	0.2825
KDM5B	3.485
KCNG1	0.5875
UAP1	18.1625
CTBS	3.0425
RGS4	0.76
IGSF21	1.0375
SSX2IP	2.11
ZNHIT6	4.9
RBBP5	3.1825
AGPAT4	1.865
KIF17	3.985
CDK18	77.97
RAB29	6.77
ECE1	36.2725
HMGCL	18.9375
GALE	3.575
ID3	65.0475
SLAMF7	0.21
PRPF3	12.3675
APH1A	35.9525
P3H1	13.6925
SLC2A1	16.4725
ARTN	0.665
IPO13	32.7175
ATP6V0B	53.3975
B4GALT2	26.905
ERI3	34.83
PTCH2	0.5025
TSPAN1	0.71
BLZF1	5.5975
MIPEP	18.7675
CCDC181	0.385
SLC19A2	10.845
TMED5	17.8525
MROH9	0
PRRC2C	13.8875
F3	13.675
SARM1	4.2275
PRKCH	10.9825
ABCD3	13.9975
DPH5	11.2825
PTBP2	3.23
DARS2	3.6475
IRF6	12.2675
INSRR	0.1975
DIEXF	1.205
PLPPR5	0
PLPPR4	0.1575
SERPINC1	0.1675
RCAN3	1.5325
SLC35A3	2.245
RCOR3	21.0975
STMN1	14.625
IFNGR1	57.89
MTFR1L	106.79
MAN1C1	8.6025
NEK2	0.145
RPS6KA1	3.21
DHDDS	10.3125
PROX1	6.7475
ARID1A	15.7125
B4GALT7	10.8775
PPP1R8	13.115
STX12	11.2
SLC5A9	0.7225
OSBPL9	18.7075
TXNDC12	13.44
CD3EAP	3.5525
