GENE_NAME	human.mean
ABCF1	8.39
HSD17B2	1.9275
DDR1	33.05
GNL1	5.405
TRIM15	0.8175
FOXB2	0
TRIM40	0.015
DISP3	0.04
TBC1D8	12.55
PPEF1	0.4375
MOG	0.055
CBY3	0.5425
AKT1S1	35.525
GABBR1	2.84
C9orf135	0.59
MALRD1	0.7125
RANBP17	1.3875
FAM196B	0.0925
TTC25	1.9425
NOS2	0.675
HUWE1	48.0525
MROH6	3.425
ATXN2	25.4
DCTN1	69.1575
TCTN1	24.6575
FAM216A	3.2475
ZBTB48	24.6925
GPR20	0.2425
KRT40	0.0425
LRRC3C	0
UQCC3	17.465
GRXCR2	0
LRRC10B	0.36
FBXO47	0.0175
C12orf73	6.2075
TRIM13	12.66
MS4A13	0
SPIRE2	4.5275
PABPN1L	0.0375
PKHD1L1	0.465
SLC35B4	8.4975
FAM71F2	1.8525
NOX4	58.625
CDKL4	0.03
C4orf47	1.6425
TRIQK	8.135
ARID3C	0.015
C11orf91	0.335
ZBTB10	4.72
ACOX3	8.3175
C4orf46	1.145
LGR4	24.3025
VIT	0.245
PDE7A	10.3975
TMEM170B	2.465
MTMR2	12.33
SNX2	49.14
NT5M	5.165
TECPR1	8.9725
C15orf59	19.825
CFI	171.1875
IZUMO3	0
ATP6AP1L	2.5625
CCDC85C	12.3075
RGL3	59.135
NAP1L4	101.8975
CPT1B	19.5025
DENND6B	9.9575
LCMT1	32.63
MFSD2B	0.085
CDPF1	5.9625
LIN52	7.7125
TRIP6	66.865
TECRL	0.04
DPF3	5.025
MANSC4	0.05
ETFRF1	18.1325
ITPRIPL2	5.2525
DENND1C	32.95
DNAH9	1.1225
ACHE	1.1525
C5orf51	4.6575
PLPP6	3.515
GMNC	1.635
TTC23L	0.3825
SRRT	54.6375
ZNF316	12.9025
ONECUT3	0.045
OLIG2	0.005
C21orf62	8.445
BAX	61.28
NYNRIN	3.5
IFITM5	0
C18orf63	0.0025
DOK6	3.9475
TMEM211	0.075
SERPINB11	0.015
SERPINB5	0.1225
NLK	9.6025
RNASE13	0.1125
ATP10A	4.9875
ANKUB1	0.17
TSSK2	0.0325
PIGS	47.1375
LRRC30	0
TMEM200C	1.41
OR10C1	0
HACD2	13.2275
CFAP44	2.435
LNP1	1.66
VGLL3	1.3275
TRIM71	1
ZCWPW2	0.565
ADAMTS2	2.4825
COLQ	1.49
SNORD58A	0
TMPRSS11E	0.1075
ATXN7L3	21.0775
SNORA56	0
KIAA0100	72.43
UIMC1	9.71
SNORD101	0
MMP2	26.6525
LPCAT2	5.6325
GNAO1	1.1675
RNU6-214P	0
OGFOD1	15.305
SNORD15A	0.0125
ADD1	97.2
SNORA54	0.7275
SLC13A2	145.0325
SNORD59A	0
TXNDC16	1.6125
NID2	5.5175
GMCL1	9.14
KLHL42	6.3325
SNORD20	0
DNM1L	19.9425
PTHLH	0.47
RNU6-925P	0.27
GAS7	1.7475
PHACTR3	1.2675
RNU6-959P	0
ERGIC2	15.925
TFAP2C	0.64
AURKA	2.0825
SNORD102	0
CASS4	0.3375
PIR	10.405
SNORD73A	0
GPX3	17601.13
DIO2	0.915
DIO1	86.3975
STK38L	7.28
SACM1L	25.0025
TSN	25.7525
RFX2	2.47
SULT2B1	2.43
TRAV29DV5	0
TRDC	0.205
ANKIB1	11.56
TRAPPC6A	63.7175
ALG6	3.6025
IGHE	0
CNOT3	22.2725
RNA5SP372	0.295
GP6	0.2625
PTPN4	5.66
KHSRP	74.35
SNORD72	0
GNA11	48.2225
SNORD70B	0
EDEM2	21.0975
DNMT3B	0.995
MATK	1.705
REM1	0.79
SNORA53	0.3625
SNORD69	0
TPX2	0.235
PDRG1	14.915
SNORD70	0
SLC15A1	12.7675
DOCK9	22.04
RNU6-493P	0
RNF208	14.3425
MAP10	0.38
ANKRD10	42.0675
ZNF580	36.2125
SFT2D2	7.295
SCAF8	8.0725
CFAP45	1.905
TGDS	5.2725
CRYGS	2.445
KLHL23	2.9475
LINGO4	0.34
ASIC3	2.775
CCDC183	4.195
DNLZ	20.14
C3orf18	8.1675
LTC4S	9.0175
QTRT1	49.0375
CHUK	10.53
MXD3	3.4675
LCAT	11.4575
PTPRCAP	6.2675
ARL2	147.6725
TTLL13P	0.1125
CD79B	1.99
TMEM40	0.4625
DNAJC9	6.0425
C8orf82	51.765
CPLX3	0.055
ZBTB9	0.21
TMX2	86.16
NDUFS3	149.995
KIF9	15.1525
GPSM3	0.855
LAT	7.2575
NCKIPSD	19.47
ATF6B	11.24
S1PR3	14.2075
ARHGAP28	4.4875
SLC35F6	37.315
DDAH2	5.655
GTF2H4	2.5775
DDX47	18.505
CEACAM18	0
EMP2	10.8525
CRLS1	32.9275
CEACAM16	0.0325
SLC23A3	42.9875
LTB4R	4.01
LTB4R2	0.4125
DNASE1	54.9475
IRF9	67.6325
GALT	41.49
CLDN9	0.1525
ITGA1	12.995
NUDT19	3.9225
AP1G2	37.1075
NAXD	37.7175
PPP1R13B	18.5525
TM6SF2	13.535
GANC	5.655
REPIN1	55.34
ATRN	16.5775
ARL16	25.4375
WEE2	0.13
ALG3	21.785
SH3D21	11.4575
C19orf38	1.03
IQCJ	0.0125
FIS1	307.065
NPS	0
MBLAC1	2.9425
NEURL1B	4.81
EFCAB9	0.03
HAUS3	2.9925
VSTM5	0.4175
GNAT3	0
PLIN5	33.09
STARD10	79.0625
EML6	1.2875
SCN4A	0.51
SLC4A11	11.1625
AL161911.1	1.8425
ARHGEF33	0.5425
C12orf71	0.0225
IFRD2	45.015
AL096814.1	0
C20orf194	7.505
FER1L6	0.8825
MTCP1	8.715
DCDC2C	0
SMTNL1	0.0775
ARHGEF28	18.67
LRRC69	0.765
ISPD	0.945
COL28A1	3.5125
GRID2IP	0.1675
UBXN2B	10.0375
EBF4	5.6225
MSMP	0
FAM166B	2.175
GRXCR1	0
UBE2QL1	2.69
HOMEZ	11.605
CPXM1	5.0325
RNF212B	3.645
VPS16	23.0525
ZNF407	2.22
NPEPL1	37.105
SKOR2	0
SIAH3	0.3025
EFCAB8	0.1
HMX1	0
GCGR	30.355
TMEM242	6.0675
TNFRSF25	8.84
TSTD1	84.455
LZTS3	24.115
RPTN	0.005
LACTBL1	0
IFI30	93.33
FNIP1	3.65
SP9	0.005
F11	17.82
TENM3	0.8525
XRN2	20.14
LINGO3	0.105
VAMP2	101.5725
ST7L	9.8025
SNORD100	0
SNORD111B	0
SNORD99	0.7725
EBF2	0.3825
FANCG	6.5025
AP4M1	12.4125
TAS2R41	0
CEBPD	56.475
OR6X1	0
TAS2R40	0.035
FXYD7	0.11
XKR9	0.4675
ESF1	4.295
SLC12A8	3.87
FADS3	27.9175
OR4E2	0
PPT2	0.24
BTBD19	3.13
FAM185A	4.3425
PSMB11	0.01
DCDC2B	0.3325
ANAPC5	48.1475
SLC23A2	4.3375
SLC8B1	16.8075
DZANK1	2.235
LHX5	0
TASP1	4.7275
GCN1	18.935
SNORA19	0
RNU6-402P	0
PXN	48.4475
RPH3A	0.3275
RNU2-40P	0
PAX6	0.315
TRMT6	6.8925
CHGB	6.4875
RNU6-284P	0
TBX5	0
SNORD71	0.53
ERP29	122.3475
NOS1	1.505
VPS52	3.3675
C1QTNF5	29.065
CPTP	26.0475
PRR29	1.095
PRRT4	0.12
TMEM233	0.425
MKRN2OS	0.7425
C2CD4D	0.685
ZNF469	0.0725
MCRIP1	71.4875
RPUSD1	11.7025
FAM229A	6.5475
ERCC6	2.675
NOL7	36.6725
NTF4	0.0875
ELFN1	2.965
CROCC2	0.32
LTA	0.01
GRAMD1A	24.5475
SCAMP4	34.3525
RD3L	0.1
TEX46	0.0325
MT-ATP8	12652.805
TSTD3	2.215
CLDN25	0
PROB1	2.5125
PATL2	0.59
NKX1-2	0
HEPH	3.51
ACBD6	1.7125
CCDC192	0.1425
STMND1	0.345
PLSCR5	0
C17orf105	0.355
SBK3	0.0975
TAPBP	5.905
TMEM114	0
C9orf172	0.6225
BTBD18	0.095
KCNH4	0.0275
TWIST2	0.33
PIRT	0
AC092835.1	0.4
CTXN2	0.05
TMEM229A	0.0225
CCDC188	0.7325
KBTBD13	0.04
PINLYP	12.4875
MCIDAS	0.145
C11orf94	0.5
IQCM	0.555
HGH1	9.8
PPP1R3E	11.525
NFAM1	0.9075
ANKRD34C	0.005
MFRP	0.0075
RBM41	3.855
B3GALT4	1.19
ZBTB22	4.99
CLEC2L	0.01
BIRC5	0.6125
TAS2R39	0
C3orf84	0
TRBV30	0
LAG3	0.6075
RGL2	5.0975
SHISA9	1.9575
OTUB2	0.645
SNORD126	0
DDX24	59.8425
ZBTB25	2.7625
SNORD97	0.115
NECAP1	13.26
ARHGAP4	15.5325
SNORD19B	0
DHX32	10.315
SNORD10	0.0975
RCOR1	4.82
SNORD127	0
GPATCH2L	6.12
SNORD123	0
LTBP4	56.845
TXNDC5	67.605
CASTOR1	19.665
RNF103	11.0225
RBM14	28.9625
ASB14	0.1975
BLVRB	147.0375
TNFSF12	47.67
CDRT4	2.265
GET4	55.92
TEX35	0.0725
SLC9A1	15.3025
PSMB9	3.74
ACAD11	44.9275
SPTLC1	34.795
LRRD1	0.0675
RDH14	13.605
PLCXD2	31.8125
NSUN6	4.36
HLA-DOB	0.0475
YAE1D1	9.8475
CRCP	16.0975
RPP21	2.265
EGFL8	1.475
ARPC4	120.365
CORT	1.15
CCNK	14.6675
PISD	21.015
HOGA1	58.4375
PCBP4	16.1025
AMACR	107.9325
MTFP1	31.6875
MDFIC2	0
ARHGDIG	0.58
ARFGAP3	29.2325
CACNA2D2	2.8875
RGS1	1.965
MRPL20	101.175
SERPINB10	0.1325
DECR2	47.3575
YPEL3	66.6175
CCDC169	0.9525
STRC	0.46
VSIG8	4.0325
KCTD7	4.05
EFNA4	3.645
TICAM2	2.0675
C4orf48	13.93
NAT6	6.175
UPK3B	1.21
WDR92	2.56
TMEM35B	18.2725
ZNF512	10.4375
DDOST	117.1025
TMEM199	21.0675
P2RY11	4.9675
TMEM141	131.9825
MAEA	53.82
IFITM10	6.2425
DBNDD2	17.7
LY6G6D	0.005
ETV5	4.755
RAD21L1	0
CCDC13	3.0575
ASPRV1	1.1625
PTCHD4	0.195
CRYBB2	0.3375
N4BP2L2	32.8025
CEBPA	5.1275
UBAP1L	1.7575
PGAM5	19.5025
STRN4	40.2575
TWF2	23.575
INSL3	0.2925
POU5F2	0.205
PCP4L1	0.8075
ABHD14A	50.5025
IRAK3	1.4775
CCDC153	2.46
AC083902.2	0.4375
TMEM150C	12.5075
SPATS1	0
CLRN2	0.025
SI	0
FER1L5	0.245
HS3ST5	0.1175
PDCD6	76.89
GBA3	36.3475
TERB1	0.8075
BAIAP3	9.33
MUL1	25.4575
YJEFN3	4.63
GIMD1	0
KIAA1456	5.3225
CDK3	5.575
GLI4	14.69
TFAP4	4.2125
PRODH2	302.325
AC010255.3	0
EXOC1L	0
SCARNA6	0.09
P3H2	68.1825
SNORD79	0
CHRD	31.5875
TSR3	58.5625
RAB11FIP3	261.4375
RNA5SP180	0
GNPTG	90.65
RNU6-1338P	0
MCOLN1	21.0325
USP48	13.7225
EFNB1	28.4925
PDPR	12.2725
PIGQ	58.8425
AARS	74.8225
GLG1	76.4675
RNU6-638P	0
RNU6-1012P	0
TNRC6A	11.85
RNU6-531P	0
RNA5SP55	0
PLEKHG2	5.8875
DLL3	0.01
PITPNM2	12.29
EXOC1	10.4825
CRAMP1	4.1625
POU4F3	0.0175
OSBPL8	13.525
NRON	0.06
RGS21	0
CCDC71L	4.6575
TMEM200B	5.5925
NRCAM	8.3525
SERPINE3	0.3875
TRNP1	12.6875
SLC10A5	0.355
ALG11	2.4725
LAMB1	113.0625
LYN	6.1675
PINX1	5.4875
SLC26A4	6.975
CHMP4A	51.1975
MEX3A	0.5325
SLC26A3	0.0925
MPV17L2	13.86
DPP3	25.2875
CCDC166	0
NOX5	0.245
TEAD3	12.26
POLR2M	11.4325
RAB44	0.01
TIFAB	0
CTSO	16.265
WDR7	4.5325
SMIM3	0.4225
HMBS	15.4675
SALL3	1.5875
POLG2	5.11
TRDV3	0
C11orf97	0.2225
KIAA1147	6.54
IL5RA	0
TAS2R38	0
CUX1	62.9475
CLEC5A	0.565
CHURC1	21.455
PDF	34.3175
RNASE4	39.3125
MC1R	3.0625
ITGA6	33.795
CEP95	11.6225
TMEM179	0.1725
THTPA	14.975
MRPL46	28.405
RAPGEF4	2.8575
HOXB7	17.155
FRRS1L	0.1925
C6orf229	0
TLE7	0
XKR7	0.005
CLEC19A	0
ZNF865	6.61
BOP1	NA
PECAM1	NA
SMPX	0.04
TPBGL	0.1475
GAN	0.6425
TCF24	0.5725
MMP12	NA
SPON1	NA
OVCA2	29.495
MRPL12	89.0025
GTF2I	NA
TMEM238L	0.8875
SELE	0.505
SEL1L3	14.065
IKBKE	NA
DYNLL2	55.81
MYH4	0.01
OTUD7B	NA
GJA5	NA
RBP3	NA
MYO15A	0.9225
RNF115	NA
ZNF488	NA
SEC22B	NA
TXNIP	NA
SRGAP2	NA
BAHCC1	NA
ALKBH5	54.4025
RASSF5	NA
STRADA	19.2175
PNLIPRP2	NA
MYO15B	208.255
FXYD1	13.04
S1PR2	0.8025
LIN37	7.3925
CCDC177	0
SLC6A14	NA
CALR3	0.0725
TRABD2B	30.555
SLC25A53	NA
EGLN2	41.7725
MEI4	1.24
SRXN1	19.3125
CCL5	NA
LIX1L	NA
ORC6	0.9075
SNORD11B	0.4775
ANKRD34A	NA
ZFHX4	0.3725
NUDT3	11.415
KMT2B	4.605
DNAJC11	52.905
SLC17A6	0
DOC2B	3.2825
DCP1A	NA
GRIN2B	0.0325
CWC25	NA
CPA1	2.695
EPOP	NA
LHX1	NA
CYFIP1	NA
CEACAM20	NA
ESR1	1.3775
SOCS7	NA
ADRA2B	NA
TMEM269	NA
RCC1L	NA
SEBOX	NA
DGKK	NA
U2	NA
HAR1A	NA
MLLT6	NA
ANGPT2	0.595
SNORD25	NA
SYNRG	NA
NUDT18	NA
LENG9	NA
PRAG1	NA
TMEM101	48.6725
HNF1B	NA
C17orf98	NA
GRIFIN	NA
XKR5	NA
AATF	NA
TUBGCP5	NA
UHRF1	NA
ORAI1	NA
TADA2A	NA
PIP4K2B	NA
CCDC80	11.5025
RAB7B	NA
DACH1	NA
PADI6	NA
PIGW	NA
SRCIN1	NA
GPR179	NA
PKD1L3	NA
GPIHBP1	NA
TRAC	NA
SRD5A2	NA
FMO3	5.56
PPP2R3C	12.025
MYO19	NA
SNORD1A	NA
GGNBP2	NA
C17orf78	NA
ACACA	NA
NR2E3	NA
MRM1	NA
JPH4	1.575
OR6Q1	NA
MYH7	0.1475
CEBPE	0.0575
FP565324.1	NA
TEX52	NA
OSGEP	25.4175
SNORD98	NA
GKN3P	NA
FAM169B	NA
EXOC3L2	NA
SLC22A17	34.6025
AC069544.2	NA
SCFD1	19.89
HECTD1	39.825
RPGRIP1	0.145
TOX4	23.3225
GEMIN2	4.7025
TGM1	4.155
TINF2	31.7175
DAZL	0
KRIT1	13.95
TRPM7	12.07
TYRO3	19.565
WDR76	1.1225
CAPN3	118.515
SNAP23	27.1825
TBX15	0.065
COL9A3	1.8275
E2F2	0.085
AGO1	4.4725
TEKT2	1.2475
RFFL	13.485
UNC13D	3.79
MFSD11	6.5125
DPYSL2	22.19
TGFB2	1.405
GPATCH2	2.7375
LRRFIP2	21.48
SEC22C	17.8375
XYLB	6.7225
SYN1	0.6975
GABRP	13.4375
CDC6	0.9075
CDC23	10.8175
FMO2	5.195
SUCO	8.445
DHPS	58.2575
HOOK2	65.095
EPB41L4B	4.9725
TMEM38B	16.0425
CDKL5	0.89
NUP188	9.71
CRAT	89.5975
SH2D3C	9.635
NANS	40.275
TBC1D2	5.43
WHRN	4.5875
SEMA4G	14.52
BTAF1	6.1075
CAMK1G	2.8325
IKZF5	5.325
TLL2	0.3625
CYP26A1	0.01
TDRD1	0.18
SORBS1	10.335
CRTAC1	3.54
BAMBI	12.405
CREM	22.1425
NUBP2	40.96
HIVEP1	3.5175
TREM2	1.4225
KCNK16	0
FKBP5	142.005
BRPF3	15.6
NADK	38.4375
MRPS18A	48.06
PGC	0.1475
EFHC1	6.1925
MLN	0
ITPR3	5.4175
ZNF184	1.9575
DSP	23.2025
TFAP2B	4.6025
SIRT1	6.4525
HNRNPH3	142.945
IFT74	7.155
JAK2	3.565
SH3GLB1	24.65
CDC7	1.0775
SYDE2	1.1675
TNMD	0.23
TFAP2D	0
PCSK5	4.8225
ABLIM1	28.325
ERMP1	25.13
NRP1	78.675
PRTFDC1	1.8925
PALMD	3.9375
TSPAN15	17.6625
H2AFY2	8.7525
MYO9B	15.6575
FBXL19	7.7625
STX1B	1.4975
HSD3B7	24.6825
CYTH3	8.405
SETD1A	5.5725
BCL7C	31.0825
EFNA2	1.3175
CIRBP	312.0675
CBARP	1.6525
IGFALS	1.13
ADAM22	1.665
MARCH2	32.76
TECR	193.3
TIMM13	103.3225
MISP	13.5025
CEP170B	14.9375
POLR2E	194.67
POLRMT	42.2625
HCN2	2.055
SYPL1	62.2725
RASSF7	49.9225
GADD45B	104.315
PALM	64.1125
MADCAM1	0.4275
MKNK2	74.645
ARVCF	13.1625
TRMT2A	30.6175
CYB561	27.875
ZDHHC8	21.5225
KLHL22	19.135
MED15	34.6775
SERPIND1	0.08
CRKL	12.5
LZTR1	33.49
CECR2	0.74
SPAG9	26.7075
SF3A1	67.6875
CELSR3	0.25
RNF215	8.0875
SEC14L3	0.035
PPIL2	24.485
UPB1	66.525
YPEL1	1.365
PES1	46.6025
AASS	11.01
PPM1F	11.6825
TOP3B	9.71
CRYBB3	3.005
CYTH4	4.8325
ESS2	9.3575
MFNG	5.405
CARD10	28.05
GRK3	1.485
PLEKHG6	1.84
PLA2G3	0.2375
GGA1	32.4275
SH3BP1	2.33
SEZ6L	0.0675
HPS4	11.7675
PIK3IP1	21.24
SRRD	10.13
PATZ1	18.855
GCAT	22.935
CRYBB1	0.225
MICALL1	10.5725
POLR2F	68.615
MGST1	173.8475
SOX10	0.4575
PICK1	21.7925
TTC28	5.5925
SLC16A8	0.7975
SLC5A1	2
CRY1	9.2725
KDELR3	6.7325
DDX17	116.95
DMC1	0.7925
TCF20	7.6
RSPH14	8.235
PGLYRP1	0.3775
FBXO7	76.71
GTPBP1	20.3975
TIMP3	239.5525
PPP6R2	42.3125
SUN2	69.77
CYB5R3	203.4975
NFIX	10.7425
DNAL4	26.415
C22orf31	0.155
LMF2	42.685
TTLL1	5.92
RASL10A	0.795
AP1B1	46.59
HMGXB4	3.985
TOM1	54.6425
NEFH	0.725
THOC5	15.6175
MCM5	11.715
ARSA	34.0875
MMP25	0.8575
TSPO	92.65
RASD2	0.82
TTLL12	15.57
CBX7	31.47
PDGFB	9.005
ACR	1.335
CABP7	0.0925
ZMAT5	19.975
RBFOX2	16.4425
TAB1	12.775
ASCC2	39.8875
MTMR3	11.125
MIEF1	14.8775
CACNA1I	0.015
SAMM50	51.065
PKD1	30.7
FOXRED2	7.4525
GRAP2	0.6325
EIF3D	90.695
SGSM3	35.895
PVALB	73.91
KIAA0930	24.455
NCF4	2.605
MAPK8IP2	1.7175
UPK3A	0.455
KCTD17	4.1425
IL2RB	0.3825
EP300	8.1875
L3MBTL2	13.6425
CHADL	1.695
ZC3H7B	48.615
TRMU	28.69
PMM1	69.4275
DESI1	21.19
CERK	19.9625
BRD1	7.81
RHOBTB2	13.1575
ZBED4	2.6275
MLC1	0.115
HDAC10	20.1225
KCNK10	1.7
SDR39U1	54.7475
RBM23	46.6025
HEATR5B	3.805
PRMT5	44.2725
COCH	1.8425
AP4S1	3.7025
VCPKMT	3.585
SOS2	9.63
PYGL	8.125
TRIM9	0.3675
DDHD1	1.655
CDKN3	0.94
CNIH1	38.125
CCDC198	48.3875
PLEK2	3.8525
PIGH	27.63
LRRC74A	0.055
TIMM9	17.1825
GSTZ1	35.95
KIAA0586	3.7625
TMED8	5.46
SAMD15	1.0025
DAAM1	5.9525
ISM2	0.655
SPTLC2	14.1725
RIN3	7.125
LGMN	252.91
ALKBH1	5.0675
CHGA	0.46
ITPK1	47.2875
SIX4	0.685
UBE3C	17.78
GALNT16	8.6625
CEP128	0.71
HIF1A	81.115
SUSD6	20.4325
SRSF5	201.945
SLC10A1	0.0625
SLC8A3	0.0325
REV3L	7.045
DICER1	9.25
ZFYVE21	44.815
TELO2	18.2675
PCNX1	9.1325
BDKRB1	1.2775
TENM1	0.925
PSMC1	52.6825
RPS6KA5	1.175
C14orf93	7.435
PSMB5	108.025
ACIN1	59.0075
CCNB1IP1	33.6725
APEX1	80.6575
PAX7	0
EFS	2.83
ARHGAP5	21.9775
CINP	25.3175
CPNE6	13.41
CHD8	19.99
PCK2	263.035
MASP2	0.7575
PSMA6	83.4425
NFKBIA	65.48
EMC9	25.1
BRMS1L	4.54
REC8	19.1
SEC23A	14.93
GMPR2	93.81
PNN	29.635
IYD	7.6475
RABGGTA	24.3825
NFATC4	9.485
PLTP	419.41
PCIF1	18.41
GSS	57.95
MMP9	0.5125
VSX1	0.045
PYGB	41.7925
ABHD12	55.8275
FAM76A	5.5875
PROCR	8.1
CD40	9.27
UQCC1	37.2525
ZMYND8	9.0725
SGK2	53.035
IFT52	15.12
R3HDML	0.205
TRAF3IP3	4.4275
HNF4A	70.715
SLA2	0.21
RIMS4	0.1
PABPC1L	17.1225
STK4	4.3425
ADNP	13.2825
POMT2	12.375
PFDN4	7.46
DOK5	2.115
CSTF1	10.8925
BMP7	8.0875
RAE1	13.165
DNAJC5	25.675
NELFCD	49.6025
CTSZ	157.22
PRPF6	49.19
VTA1	14.7075
TUBB1	0.13
HRH3	0.005
MTG2	26.7275
SLCO4A1	18.0625
NTSR1	0.2775
TCFL5	5.255
MLXIPL	47.52
GID8	19.49
SLC17A9	1.1525
BIRC7	0.3075
NKAIN4	65.915
ARFGAP1	43.8675
COL20A1	0.1825
CHRNA4	4.945
EEF1A2	1.3025
PTK6	0.3675
BAZ1B	11.7375
GMEB2	4.4525
SPEF1	2.8325
ISM1	1.96
RNF24	5.49
NDUFAF5	16.7975
SEL1L2	0.15
TRIB3	1.9475
RANBP9	15.11
RASSF2	1.64
ANGPT4	0.1375
RSPO4	0.3825
CDS2	16.4325
HM13	130.58
SNPH	2.015
MYLK2	0.0925
ETV7	0.645
SEC23B	40.135
FERMT1	1.725
HAO1	0.29
PDYN	0.0075
CCM2L	4.375
PLCB4	1.295
MYL9	199.3025
HCK	3.3125
TM9SF4	24.6725
TLDC2	3.4175
SPRTN	4.5375
POFUT1	16.75
SAMHD1	13.25
PAK5	0.265
KIF3B	29.1925
MROH8	2.6275
NOP56	43.5475
MANBAL	49.675
MAPRE1	39.8075
JAG1	11.495
SNTA1	34.8575
TTI1	6.3075
E2F1	0.5075
RPRD1B	10.895
PXMP4	5.375
BPI	4.7525
DYRK4	17.2925
SLC32A1	0.005
ASIP	1.1025
ACTR5	3.9725
WFDC2	281.7075
PPP1R16B	25.025
FAM83D	1.4225
DHX35	4.7525
DNTTIP1	19.1825
MAP1LC3A	48.815
SYNDIG1	4.24
PIGU	10.0375
TNNC2	0.71
ACOT8	32.0475
CELF4	0.7575
ZNF516	4.155
CDH20	0.1925
UQCRC1	361.455
METTL4	4.165
LPIN2	15.3225
MYOM1	2.26
CEP76	2.425
ST8SIA5	1.8175
CEP192	5.475
SMAD7	13.98
LIPG	3.715
LAMA1	4.4875
RNF125	1.0275
NOL4	0.4225
MIB1	6.745
RIOK3	21.88
CSTF2	5.305
VSIG1	0.2125
GPR143	4.6975
HHATL	0.4775
PGRMC1	117.0825
POLA1	1.8575
MID1	5.7425
ATP1B4	0.095
ALG13	16.3725
NCAPD2	6.695
TLR8	0.265
AMMECR1	2.9775
WDR13	179.9175
SUV39H1	3.035
SRPX	5.3525
GLRA2	0.0075
IFFO1	9.405
STAG2	18.2425
MCF2	0.6775
F9	0
ABCD1	8.465
CCDC22	10.3425
CACNA1F	0.3275
SYP	4.36
BMX	0.1625
WNT16	0.0775
GIPR	0.81
PLS3	81.8875
RENBP	126.0625
SMARCA1	12.715
MTMR8	0.8675
ZC3H12B	0.415
RBBP7	57.51
PHF7	4.965
KCND1	0.4375
SLC25A14	6.43
FMR1	38.8375
PIM2	5.73
SCML2	0.315
SLC35A2	20.4225
RS1	0.145
SEMA3G	15.3125
EMD	54.8725
PHEX	0.2375
EEA1	3.545
NISCH	40.995
GPR50	0.035
RP2	3.21
JADE3	2.4525
CDK16	94.61
USP11	44.3225
PCYT1B	0.1475
BRS3	0.01
VGLL1	2.1875
CD40LG	0.095
TIMP1	153.915
KLHL4	0.465
GABRE	2.5525
FGD1	3.2975
PORCN	5.435
KLF8	4.42
SRPX2	2.535
ZDHHC15	1.62
FUZ	31.87
CENPI	0.1125
DRP2	0.02
RUBCNL	0.5875
NALCN	0.3525
FGF14	0.355
SLC6A13	173.3775
HTR2A	0.175
FNDC3A	14.745
MLNR	0.0625
CDADC1	8.995
CAB39L	7.4625
KLF5	4.3575
STK24	52.88
ACP5	138.345
DNAJC3	22.555
UGGT2	5.0625
ARHGEF7	17.46
FGF9	10.2725
SGCG	0.125
PARP4	15.365
SUPT20H	11.325
MRPS31	13.425
FLT1	14.59
RGCC	24.1175
DGKH	1.12
ACOD1	0.01
MEDAG	1.6475
TSC22D1	121.6075
ZNF200	2.42
MSLN	3.47
ZNF629	3.8475
TRADD	23.355
HSF4	25.6125
CORO1A	9.4175
GDPD3	27.88
HECW1	10.005
CD4	7.81
ELMO3	22.7825
PHKB	36.6875
LYRM1	36.3275
CENPT	20.915
TSNAXIP1	3.135
NFAT5	5.735
LONP2	17.885
N4BP1	7.31
CBLN1	0.2025
PLLP	41.82
ZNF423	1.61
CCL22	0.33
CCL17	0.3425
CTCF	16.925
ACD	11.165
POLR2C	50.845
BTK	0.945
PARD6A	8.1475
ZNF821	7.56
MMP15	14.5625
USB1	16.36
CCDC113	1.005
PRSS54	0
NME3	51.8275
NDRG4	3.92
HFE	4.56
SETD6	16.3325
SLC38A7	8.305
VAC14	22.33
HAS3	0.8325
TANGO6	7.09
COG4	22.1975
SMPD3	0.7375
SLC7A6OS	6.54
SLC7A6	5.86
PLA2G15	36.0525
SCMH1	24.6325
FA2H	4.59
WDR59	19.615
MON1B	20.95
AXIN1	10.4275
HCFC1R1	89.3575
NPRL3	23.8125
MPG	27.31
FYN	29.3875
NECAB2	23.44
HSDL1	7.18
TAF1C	19.965
NAGPA	13.54
SEC14L5	0.4675
COTL1	136.42
CRISPLD2	13.76
HIVEP2	4
ZNF500	4.235
LMF1	15.47
NARFL	24.3825
MTHFSD	5.6475
CLCN7	63.6975
HAGHL	9.2625
FAM173A	43.245
FMO1	60.205
SLC7A5	6.7325
METRN	43.105
FBXO31	14.035
STUB1	124.31
RHBDL1	4.8675
NUBP1	27.515
ZP2	0.1275
MEFV	0.44
CRYM	59.7875
EEF2K	5.865
CAPN15	25.6625
PIEZO1	54.205
PRSS33	0
LYPLA2	81.365
AQP8	0
CPPED1	19.985
USP31	4.1925
HMOX2	88.88
BFAR	20.09
SALL1	32.5175
TOX3	7.2225
RBL2	20.79
CLCN6	7.5175
XYLT1	1.19
RPGRIP1L	2.4325
STX4	48.0275
CDIPT	102.08
BCKDK	51.6725
KAT8	32.0925
IL21R	0.4275
MRC2	11.13
TMC5	0.46
CCP110	4.02
C16orf62	28.965
SLC6A2	0.395
RNF40	45.1625
AQP9	0.665
AAGAB	25.4
LACTB	11.0875
CORO2B	5.9325
CSK	23.56
HERC1	16.49
MTFMT	8.87
RASL12	2.93
ACSBG1	0.63
IGDCC4	0.3375
RAB11A	109.095
SLC6A7	0.015
CTSH	826.9675
TTC23	8.355
CD276	16.505
FAH	116.4775
RPAP1	9.805
